,pod,scenarioID,query,count,>0,total
50,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
51,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
52,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
53,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
54,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
55,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
56,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_core_joules_total,0,0,
57,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_dram_joules_total,0,0,
58,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_joules_total,0,0,
59,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
60,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
61,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_other_joules_total,0,0,
62,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_package_joules_total,0,0,
63,stressng-cpeh-2152250896-fpd4h,stress=2000000;cpu;4;none;none,kepler_container_uncore_joules_total,0,0,
64,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_bpf_block_irq_total,0,0,
65,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
66,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
67,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
68,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
69,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
70,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
71,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
72,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_core_joules_total,0,0,
73,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_dram_joules_total,0,0,
74,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_joules_total,0,0,
75,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
76,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
77,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_other_joules_total,0,0,
78,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_package_joules_total,0,0,
79,stressng-cpeh-817148052-4rmd9,stress=2000000;cpu;8;none;none,kepler_container_uncore_joules_total,0,0,
80,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_bpf_block_irq_total,0,0,
81,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
82,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
83,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
84,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
85,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
86,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
87,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
88,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_core_joules_total,0,0,
89,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_dram_joules_total,0,0,
90,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_joules_total,0,0,
91,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
92,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
93,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_other_joules_total,0,0,
94,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_package_joules_total,0,0,
95,stressng-cpeh-3451995584-8swrz,stress=2000000;cpu;15;none;none,kepler_container_uncore_joules_total,0,0,
96,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_bpf_block_irq_total,0,0,
97,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
98,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
99,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
100,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
101,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
102,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
103,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
104,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_core_joules_total,0,0,
105,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_dram_joules_total,0,0,
106,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_joules_total,0,0,
107,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
108,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
109,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_other_joules_total,0,0,
110,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_package_joules_total,0,0,
111,stressng-cpeh-2085093288-cpjcq,stress=2000000;cpu;24;none;none,kepler_container_uncore_joules_total,0,0,
112,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_bpf_block_irq_total,0,0,
113,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
114,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
115,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
116,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
117,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
118,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
119,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
120,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_core_joules_total,0,0,
121,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_dram_joules_total,0,0,
122,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_joules_total,0,0,
123,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
124,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
125,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_other_joules_total,0,0,
126,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_package_joules_total,0,0,
127,stressng-cpeh-296433181-vv6pf,stress=2000000;cpu;32;none;none,kepler_container_uncore_joules_total,0,0,
128,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_bpf_block_irq_total,0,0,
129,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
130,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
131,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
132,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
133,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
134,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
135,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
136,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_core_joules_total,0,0,
137,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_dram_joules_total,0,0,
138,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_joules_total,0,0,
139,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
140,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
141,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_other_joules_total,0,0,
142,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_package_joules_total,0,0,
143,stressng-cpeh-3060270346-2vsxt,stress=2000000;cpu;40;none;none,kepler_container_uncore_joules_total,0,0,
144,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_bpf_block_irq_total,0,0,
145,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
146,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
147,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
148,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
149,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
150,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
151,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
152,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_core_joules_total,0,0,
153,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_dram_joules_total,0,0,
154,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_joules_total,0,0,
155,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
156,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
157,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_other_joules_total,0,0,
158,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_package_joules_total,0,0,
159,stressng-cpeh-1437976200-cs2l6,stress=2800000;cpu;4;none;none,kepler_container_uncore_joules_total,0,0,
160,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_bpf_block_irq_total,0,0,
161,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
162,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
163,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
164,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
165,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
166,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
167,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
168,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_core_joules_total,0,0,
169,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_dram_joules_total,0,0,
170,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_joules_total,0,0,
171,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
172,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
173,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_other_joules_total,0,0,
174,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_package_joules_total,0,0,
175,stressng-cpeh-79184572-fgq2h,stress=2800000;cpu;8;none;none,kepler_container_uncore_joules_total,0,0,
176,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_bpf_block_irq_total,0,0,
177,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
178,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
179,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
180,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
181,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
182,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
183,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
184,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_core_joules_total,0,0,
185,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_dram_joules_total,0,0,
186,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_joules_total,0,0,
187,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
188,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
189,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_other_joules_total,0,0,
190,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_package_joules_total,0,0,
191,stressng-cpeh-2083240168-52q22,stress=2800000;cpu;15;none;none,kepler_container_uncore_joules_total,0,0,
192,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_bpf_block_irq_total,0,0,
193,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
194,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
195,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
196,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
197,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
198,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
199,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
200,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_core_joules_total,0,0,
201,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_dram_joules_total,0,0,
202,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_joules_total,0,0,
203,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
204,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
205,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_other_joules_total,0,0,
206,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_package_joules_total,0,0,
207,stressng-cpeh-1833164304-ssr2z,stress=2800000;cpu;24;none;none,kepler_container_uncore_joules_total,0,0,
208,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_bpf_block_irq_total,0,0,
209,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_bpf_cpu_time_us_total,0,0,
210,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_bpf_net_rx_irq_total,0,0,
211,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_bpf_net_tx_irq_total,0,0,
212,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_cgroupfs_cpu_usage_us_total,0,0,
213,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_cgroupfs_memory_usage_bytes_total,0,0,
214,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_cgroupfs_system_cpu_usage_us_total,0,0,
215,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_cgroupfs_user_cpu_usage_us_total,0,0,
216,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_core_joules_total,0,0,
217,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_dram_joules_total,0,0,
218,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_joules_total,0,0,
219,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_kubelet_cpu_usage_total,0,0,
220,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_kubelet_memory_bytes_total,0,0,
221,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_other_joules_total,0,0,
222,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_package_joules_total,0,0,
223,stressng-cpeh-971935493-7rjtc,stress=2800000;cpu;32;none;none,kepler_container_uncore_joules_total,0,0,
224,stressng-cpeh-3343477970-d8qh5,stress=2800000;cpu;40;none;none,kepler_container_bpf_block_irq_total,0,0,
